Scenario Information
Number of IoT Nodes,50
Number of UAVs,3
Number of Ground BS,1

Seed,Peak AOI,Avg AOI,Coverage,Total Distance,Unserved IoT,Runtime (s)
42,159,117.64,1.0,4469.918960262229,0,92.30938839912415
IoT-Level AoIs for Seed,42
IoT-Level AoIs for Seed,49
IoT 1,133,t_gen=16
IoT 2,140,t_gen=8
IoT 3,129,t_gen=20
IoT 4,129,t_gen=19
IoT 5,41,t_gen=0
IoT 6,28,t_gen=13
IoT 7,137,t_gen=11
IoT 8,28,t_gen=19
IoT 9,134,t_gen=17
IoT 10,149,t_gen=2
IoT 11,131,t_gen=17
IoT 12,141,t_gen=7
IoT 13,130,t_gen=19
IoT 14,136,t_gen=12
IoT 15,132,t_gen=17
IoT 16,149,t_gen=0
IoT 17,32,t_gen=9
IoT 18,138,t_gen=11
IoT 19,138,t_gen=10
IoT 20,135,t_gen=13
IoT 21,140,t_gen=8
IoT 22,146,t_gen=3
IoT 23,134,t_gen=14
IoT 24,132,t_gen=19
IoT 25,142,t_gen=7
IoT 26,148,t_gen=0
IoT 27,145,t_gen=3
IoT 28,143,t_gen=5
IoT 29,135,t_gen=13
IoT 30,138,t_gen=11
IoT 31,132,t_gen=16
IoT 32,145,t_gen=3
IoT 33,130,t_gen=18
IoT 34,130,t_gen=19
IoT 35,139,t_gen=10
IoT 36,135,t_gen=13
IoT 37,131,t_gen=20
IoT 38,141,t_gen=7
IoT 39,39,t_gen=2
IoT 40,131,t_gen=17
IoT 41,144,t_gen=16
IoT 42,34,t_gen=7
IoT 43,133,t_gen=15
IoT 44,136,t_gen=12
IoT 45,142,t_gen=7
IoT 46,132,t_gen=19
IoT 47,145,t_gen=6
IoT 48,151,t_gen=3
IoT 49,28,t_gen=13
IoT 50,140,t_gen=8

110,224,123.1,1.0,4737.3314576942485,0,64.92284393310547
IoT-Level AoIs for Seed,110
IoT 1,81,t_gen=15
IoT 2,223,t_gen=2
IoT 3,148,t_gen=1
IoT 4,115,t_gen=2
IoT 5,101,t_gen=16
IoT 6,218,t_gen=7
IoT 7,80,t_gen=16
IoT 8,100,t_gen=17
IoT 9,121,t_gen=4
IoT 10,89,t_gen=7
IoT 11,94,t_gen=2
IoT 12,112,t_gen=5
IoT 13,88,t_gen=8
IoT 14,141,t_gen=8
IoT 15,137,t_gen=12
IoT 16,82,t_gen=14
IoT 17,101,t_gen=16
IoT 18,84,t_gen=12
IoT 19,107,t_gen=10
IoT 20,147,t_gen=2
IoT 21,144,t_gen=5
IoT 22,149,t_gen=0
IoT 23,92,t_gen=4
IoT 24,132,t_gen=17
IoT 25,224,t_gen=1
IoT 26,133,t_gen=16
IoT 27,148,t_gen=1
IoT 28,224,t_gen=1
IoT 29,94,t_gen=2
IoT 30,114,t_gen=3
IoT 31,86,t_gen=10
IoT 32,105,t_gen=12
IoT 33,129,t_gen=20
IoT 34,144,t_gen=5
IoT 35,130,t_gen=19
IoT 36,210,t_gen=15
IoT 37,84,t_gen=12
IoT 38,146,t_gen=3
IoT 39,84,t_gen=12
IoT 40,116,t_gen=1
IoT 41,89,t_gen=7
IoT 42,77,t_gen=19
IoT 43,105,t_gen=12
IoT 44,91,t_gen=5
IoT 45,115,t_gen=2
IoT 46,139,t_gen=10
IoT 47,101,t_gen=16
IoT 48,143,t_gen=6
IoT 49,132,t_gen=17
IoT 50,106,t_gen=11

Final Averages
avg_peak_aoi,179.8
avg_avg_aoi,126.54400000000001
avg_coverage,1.0
avg_total_dist,4765.1636082259165
avg_unserved,0.0
avg_runtime,72.30992410182952
