Scenario Information
Number of IoT Nodes,50
Number of UAVs,3
Number of Ground BS,2

Seed,Peak AOI,Avg AOI,Coverage,Total Distance,Unserved IoT,Runtime (s)
42,191,117.36,1.0,5019.421680979232,0,99.00504541397095
IoT-Level AoIs for Seed,42
IoT 17,77,t_gen=2
IoT 18,156,t_gen=8
IoT 19,150,t_gen=2
IoT 20,149,t_gen=15
IoT 21,147,t_gen=17
IoT 22,140,t_gen=12
IoT 23,173,t_gen=5
IoT 24,145,t_gen=7
IoT 25,153,t_gen=11
IoT 26,141,t_gen=11
IoT 27,177,t_gen=1
IoT 28,52,t_gen=15
IoT 29,136,t_gen=16
IoT 30,172,t_gen=6
IoT 31,173,t_gen=5
IoT 32,167,t_gen=11
IoT 33,178,t_gen=0
IoT 34,149,t_gen=3
IoT 35,163,t_gen=15
IoT 36,48,t_gen=3
IoT 37,172,t_gen=6
IoT 38,158,t_gen=20
IoT 39,151,t_gen=15
IoT 40,151,t_gen=13
IoT 41,49,t_gen=2
IoT 42,152,t_gen=12
IoT 43,176,t_gen=2
IoT 44,178,t_gen=13
IoT 45,34,t_gen=17
IoT 46,156,t_gen=8
IoT 47,163,t_gen=1
IoT 48,161,t_gen=17
IoT 49,145,t_gen=7
IoT 50,162,t_gen=2

60,147,114.26,1.0,4709.774258585239,0,98.387686252594
IoT-Level AoIs for Seed,60
IoT 1,119,t_gen=1
IoT 2,142,t_gen=5
IoT 3,109,t_gen=20
IoT 4,124,t_gen=5
IoT 5,70,t_gen=4
IoT 6,56,t_gen=18
IoT 7,111,t_gen=9
IoT 8,113,t_gen=7
IoT 9,112,t_gen=8
IoT 10,66,t_gen=8
IoT 11,123,t_gen=6
IoT 12,131,t_gen=16
IoT 13,117,t_gen=12
IoT 14,117,t_gen=3
IoT 15,72,t_gen=2
IoT 16,110,t_gen=10
IoT 17,108,t_gen=12
IoT 18,142,t_gen=5
IoT 19,106,t_gen=14
IoT 20,111,t_gen=18
IoT 21,121,t_gen=8
IoT 22,122,t_gen=7
IoT 23,116,t_gen=13
IoT 24,120,t_gen=0
IoT 25,128,t_gen=1
IoT 26,141,t_gen=6
IoT 27,116,t_gen=13
IoT 28,113,t_gen=7
IoT 29,119,t_gen=10
IoT 30,140,t_gen=7
IoT 31,105,t_gen=15
IoT 32,122,t_gen=7
IoT 33,103,t_gen=17
IoT 34,131,t_gen=16
IoT 35,119,t_gen=1
IoT 36,114,t_gen=6
IoT 37,141,t_gen=6
IoT 38,125,t_gen=4
IoT 39,115,t_gen=14
IoT 40,122,t_gen=7
IoT 41,140,t_gen=7
IoT 42,106,t_gen=20
IoT 43,57,t_gen=17
IoT 44,102,t_gen=18
IoT 45,133,t_gen=14
IoT 46,115,t_gen=5
IoT 47,146,t_gen=1
IoT 48,147,t_gen=4
IoT 49,117,t_gen=3
IoT 50,58,t_gen=16

65,183,88.74,1.0,4236.403450546702,0,119.20659112930298
IoT-Level AoIs for Seed,65
IoT 1,166,t_gen=10
IoT 2,25,t_gen=7
IoT 3,177,t_gen=8
IoT 4,102,t_gen=1
IoT 5,59,t_gen=4
IoT 6,172,t_gen=4
IoT 7,53,t_gen=20
IoT 8,43,t_gen=20
IoT 9,102,t_gen=1
IoT 10,166,t_gen=10
IoT 11,68,t_gen=8
IoT 12,183,t_gen=2
IoT 13,60,t_gen=0
IoT 14,167,t_gen=18
IoT 15,27,t_gen=4
IoT 16,50,t_gen=10
IoT 17,92,t_gen=11
IoT 18,165,t_gen=20
IoT 19,25,t_gen=2
IoT 20,98,t_gen=5
IoT 21,25,t_gen=2
IoT 22,158,t_gen=18
IoT 23,43,t_gen=17
IoT 24,156,t_gen=20
IoT 25,82,t_gen=5
IoT 26,161,t_gen=15
IoT 27,36,t_gen=16
IoT 28,172,t_gen=4
IoT 29,17,t_gen=17
IoT 30,47,t_gen=16
IoT 31,61,t_gen=1
IoT 32,21,t_gen=6
IoT 33,167,t_gen=9
IoT 34,172,t_gen=4
IoT 35,160,t_gen=16
IoT 36,44,t_gen=19
IoT 37,35,t_gen=8
IoT 38,44,t_gen=19
IoT 39,21,t_gen=8
IoT 40,53,t_gen=10
IoT 41,58,t_gen=5
IoT 42,86,t_gen=17
IoT 43,55,t_gen=8
IoT 44,42,t_gen=18
IoT 45,47,t_gen=13
IoT 46,52,t_gen=11
IoT 47,168,t_gen=8
IoT 48,48,t_gen=15
IoT 49,45,t_gen=15
IoT 50,161,t_gen=15

85,182,112.6,1.0,4544.98213705057,0,128.00753831863403
IoT-Level AoIs for Seed,85
IoT 1,37,t_gen=11
IoT 2,122,t_gen=17
IoT 3,154,t_gen=18
IoT 4,159,t_gen=13
IoT 5,16,t_gen=2
IoT 6,54,t_gen=14
IoT 7,165,t_gen=7
IoT 8,126,t_gen=13
IoT 9,167,t_gen=5
IoT 10,167,t_gen=16
IoT 11,132,t_gen=7
IoT 12,182,t_gen=10
IoT 13,138,t_gen=1
IoT 14,43,t_gen=5
IoT 15,52,t_gen=5
IoT 16,134,t_gen=5
IoT 17,125,t_gen=14
IoT 18,40,t_gen=8
IoT 19,119,t_gen=20
IoT 20,122,t_gen=17
IoT 21,135,t_gen=4
IoT 22,130,t_gen=9
IoT 23,164,t_gen=8
IoT 24,157,t_gen=2
IoT 25,135,t_gen=4
IoT 26,153,t_gen=19
IoT 27,37,t_gen=13
IoT 28,120,t_gen=19
IoT 29,126,t_gen=13
IoT 30,165,t_gen=7
IoT 31,161,t_gen=11
IoT 32,124,t_gen=15
IoT 33,167,t_gen=5
IoT 34,38,t_gen=10
IoT 35,42,t_gen=6
IoT 36,153,t_gen=19
IoT 37,135,t_gen=4
IoT 38,170,t_gen=2
IoT 39,40,t_gen=8
IoT 40,139,t_gen=0
IoT 41,170,t_gen=2
IoT 42,171,t_gen=1
IoT 43,36,t_gen=12
IoT 44,44,t_gen=4
IoT 45,21,t_gen=9
IoT 46,142,t_gen=7
IoT 47,38,t_gen=10
IoT 48,182,t_gen=1
IoT 49,41,t_gen=7
IoT 50,40,t_gen=8

90,154,105.7,1.0,4604.213973742261,0,112.6784234046936
IoT-Level AoIs for Seed,90
IoT 1,102,t_gen=14
IoT 2,57,t_gen=9
IoT 3,150,t_gen=2
IoT 4,96,t_gen=20
IoT 5,141,t_gen=11
IoT 6,99,t_gen=17
IoT 7,150,t_gen=2
IoT 8,146,t_gen=6
IoT 9,150,t_gen=2
IoT 10,138,t_gen=20
IoT 11,66,t_gen=0
IoT 12,150,t_gen=2
IoT 13,56,t_gen=10
IoT 14,47,t_gen=19
IoT 15,43,t_gen=10
IoT 16,48,t_gen=18
IoT 17,65,t_gen=1
IoT 18,38,t_gen=15
IoT 19,61,t_gen=5
IoT 20,146,t_gen=6
IoT 21,137,t_gen=15
IoT 22,135,t_gen=17
IoT 23,62,t_gen=4
IoT 24,135,t_gen=17
IoT 25,147,t_gen=5
IoT 26,104,t_gen=12
IoT 27,154,t_gen=15
IoT 28,132,t_gen=20
IoT 29,62,t_gen=18
IoT 30,54,t_gen=12
IoT 31,145,t_gen=13
IoT 32,136,t_gen=16
IoT 33,41,t_gen=12
IoT 34,135,t_gen=17
IoT 35,146,t_gen=6
IoT 36,150,t_gen=2
IoT 37,46,t_gen=20
IoT 38,146,t_gen=6
IoT 39,144,t_gen=14
IoT 40,133,t_gen=19
IoT 41,96,t_gen=20
IoT 42,137,t_gen=15
IoT 43,147,t_gen=11
IoT 44,35,t_gen=18
IoT 45,109,t_gen=20
IoT 46,49,t_gen=4
IoT 47,105,t_gen=11
IoT 48,97,t_gen=19
IoT 49,65,t_gen=1
IoT 50,152,t_gen=0

105,166,103.26,1.0,4322.7218770468135,0,171.53436541557312
IoT-Level AoIs for Seed,105
IoT 1,132,t_gen=10
IoT 2,72,t_gen=5
IoT 3,73,t_gen=12
IoT 4,129,t_gen=13
IoT 5,70,t_gen=15
IoT 6,151,t_gen=7
IoT 7,76,t_gen=9
IoT 8,142,t_gen=16
IoT 9,75,t_gen=10
IoT 10,155,t_gen=3
IoT 11,72,t_gen=5
IoT 12,166,t_gen=12
IoT 13,140,t_gen=18
IoT 14,94,t_gen=19
IoT 15,69,t_gen=16
IoT 16,72,t_gen=13
IoT 17,59,t_gen=18
IoT 18,127,t_gen=15
IoT 19,103,t_gen=11
IoT 20,123,t_gen=0
IoT 21,66,t_gen=19
IoT 22,106,t_gen=13
IoT 23,80,t_gen=5
IoT 24,65,t_gen=20
IoT 25,133,t_gen=9
IoT 26,131,t_gen=11
IoT 27,139,t_gen=3
IoT 28,108,t_gen=5
IoT 29,75,t_gen=2
IoT 30,136,t_gen=6
IoT 31,131,t_gen=11
IoT 32,61,t_gen=16
IoT 33,134,t_gen=8
IoT 34,126,t_gen=16
IoT 35,85,t_gen=0
IoT 36,119,t_gen=4
IoT 37,112,t_gen=1
IoT 38,67,t_gen=10
IoT 39,102,t_gen=11
IoT 40,132,t_gen=10
IoT 41,82,t_gen=3
IoT 42,140,t_gen=2
IoT 43,79,t_gen=6
IoT 44,84,t_gen=1
IoT 45,83,t_gen=2
IoT 46,63,t_gen=14
IoT 47,72,t_gen=5
IoT 48,138,t_gen=4
IoT 49,72,t_gen=5
IoT 50,142,t_gen=0

49,164,122.72,1.0,4532.80518955495,0,102.85078406333923
IoT-Level AoIs for Seed,49
IoT 1,149,t_gen=1
IoT 2,136,t_gen=14
IoT 3,134,t_gen=16
IoT 4,128,t_gen=9
IoT 5,143,t_gen=7
IoT 6,138,t_gen=12
IoT 7,28,t_gen=20
IoT 8,118,t_gen=19
IoT 9,154,t_gen=17
IoT 10,148,t_gen=2
IoT 11,133,t_gen=17
IoT 12,51,t_gen=7
IoT 13,118,t_gen=19
IoT 14,125,t_gen=12
IoT 15,120,t_gen=17
IoT 16,137,t_gen=0
IoT 17,39,t_gen=9
IoT 18,133,t_gen=11
IoT 19,140,t_gen=10
IoT 20,137,t_gen=13
IoT 21,40,t_gen=8
IoT 22,134,t_gen=3
IoT 23,136,t_gen=14
IoT 24,131,t_gen=19
IoT 25,130,t_gen=7
IoT 26,137,t_gen=0
IoT 27,147,t_gen=3
IoT 28,132,t_gen=5
IoT 29,124,t_gen=13
IoT 30,126,t_gen=11
IoT 31,134,t_gen=16
IoT 32,147,t_gen=3
IoT 33,132,t_gen=18
IoT 34,128,t_gen=19
IoT 35,152,t_gen=10
IoT 36,137,t_gen=13
IoT 37,130,t_gen=20
IoT 38,130,t_gen=7
IoT 39,46,t_gen=2
IoT 40,133,t_gen=17
IoT 41,161,t_gen=16
IoT 42,41,t_gen=7
IoT 43,135,t_gen=15
IoT 44,138,t_gen=12
IoT 45,130,t_gen=7
IoT 46,131,t_gen=19
IoT 47,144,t_gen=6
IoT 48,164,t_gen=3
IoT 49,35,t_gen=13
IoT 50,142,t_gen=8

110,172,131.18,1.0,4647.736297525258,0,113.24157452583313
IoT-Level AoIs for Seed,110
IoT 1,101,t_gen=17
IoT 2,157,t_gen=16
IoT 3,102,t_gen=16
IoT 4,98,t_gen=20
IoT 5,155,t_gen=18
IoT 6,111,t_gen=9
IoT 7,160,t_gen=13
IoT 8,159,t_gen=14
IoT 9,169,t_gen=4
IoT 10,166,t_gen=7
IoT 11,116,t_gen=2
IoT 12,113,t_gen=5
IoT 13,110,t_gen=8
IoT 14,20,t_gen=8
IoT 15,106,t_gen=12
IoT 16,159,t_gen=14
IoT 17,157,t_gen=16
IoT 18,106,t_gen=12
IoT 19,163,t_gen=10
IoT 20,116,t_gen=2
IoT 21,113,t_gen=5
IoT 22,118,t_gen=0
IoT 23,114,t_gen=4
IoT 24,101,t_gen=17
IoT 25,172,t_gen=1
IoT 26,157,t_gen=16
IoT 27,117,t_gen=1
IoT 28,172,t_gen=1
IoT 29,171,t_gen=2
IoT 30,170,t_gen=3
IoT 31,108,t_gen=10
IoT 32,161,t_gen=12
IoT 33,153,t_gen=20
IoT 34,168,t_gen=5
IoT 35,154,t_gen=19
IoT 36,158,t_gen=15
IoT 37,106,t_gen=12
IoT 38,170,t_gen=3
IoT 39,106,t_gen=12
IoT 40,172,t_gen=1
IoT 41,111,t_gen=7
IoT 42,154,t_gen=19
IoT 43,110,t_gen=12
IoT 44,113,t_gen=5
IoT 45,171,t_gen=2
IoT 46,108,t_gen=10
IoT 47,102,t_gen=16
IoT 48,112,t_gen=6
IoT 49,156,t_gen=17
IoT 50,17,t_gen=11

Final Averages
avg_peak_aoi,171.1
avg_avg_aoi,116.59200000000001
avg_coverage,1.0
avg_total_dist,4619.001301061745
avg_unserved,0.0
avg_runtime,118.73750615119934
