Scenario Information
Number of IoT Nodes,50
Number of UAVs,3
Number of Ground BS,4

Seed,Peak AOI,Avg AOI,Coverage,Total Distance,Unserved IoT,Runtime (s)
42,156,89.12,1.0,4886.128640015578,0,105.90419292449951
IoT-Level AoIs for Seed,42
IoT 11,54,t_gen=7
IoT 12,125,t_gen=7
IoT 13,133,t_gen=6
IoT 14,126,t_gen=13
IoT 15,88,t_gen=3
IoT 16,78,t_gen=2
IoT 17,5,t_gen=8
IoT 18,88,t_gen=2
IoT 19,66,t_gen=15
IoT 20,52,t_gen=17
IoT 21,122,t_gen=12
IoT 22,64,t_gen=5
IoT 23,62,t_gen=7
IoT 24,70,t_gen=11
IoT 25,123,t_gen=11
IoT 26,131,t_gen=1
IoT 27,53,t_gen=15
IoT 28,132,t_gen=16
IoT 29,86,t_gen=6
IoT 30,76,t_gen=5
IoT 31,70,t_gen=11
IoT 32,81,t_gen=0
IoT 33,66,t_gen=3
IoT 34,54,t_gen=15
IoT 35,49,t_gen=3
IoT 36,76,t_gen=6
IoT 37,49,t_gen=20
IoT 38,120,t_gen=15
IoT 39,68,t_gen=13
IoT 40,50,t_gen=2
IoT 41,57,t_gen=12
IoT 42,79,t_gen=2
IoT 43,143,t_gen=13
IoT 44,35,t_gen=17
IoT 45,131,t_gen=8
IoT 46,140,t_gen=1
IoT 47,64,t_gen=17
IoT 48,45,t_gen=7
IoT 49,137,t_gen=2
IoT 50,52,t_gen=0

60,147,89.0,1.0,4623.707248808229,0,91.36266016960144
IoT-Level AoIs for Seed,60
IoT 1,147,t_gen=5
IoT 2,92,t_gen=20
IoT 3,52,t_gen=5
IoT 4,147,t_gen=4
IoT 5,39,t_gen=18
IoT 6,41,t_gen=9
IoT 7,43,t_gen=7
IoT 8,143,t_gen=8
IoT 9,143,t_gen=8
IoT 10,106,t_gen=6
IoT 11,121,t_gen=16
IoT 12,38,t_gen=12
IoT 13,47,t_gen=3
IoT 14,48,t_gen=2
IoT 15,40,t_gen=10
IoT 16,100,t_gen=12
IoT 17,88,t_gen=5
IoT 18,53,t_gen=14
IoT 19,94,t_gen=18
IoT 20,49,t_gen=8
IoT 21,105,t_gen=7
IoT 22,99,t_gen=13
IoT 23,50,t_gen=0
IoT 24,111,t_gen=1
IoT 25,87,t_gen=6
IoT 26,99,t_gen=13
IoT 27,105,t_gen=7
IoT 28,102,t_gen=10
IoT 29,138,t_gen=7
IoT 30,35,t_gen=15
IoT 31,50,t_gen=7
IoT 32,134,t_gen=17
IoT 33,77,t_gen=16
IoT 34,136,t_gen=1
IoT 35,145,t_gen=6
IoT 36,87,t_gen=6
IoT 37,108,t_gen=4
IoT 38,98,t_gen=14
IoT 39,50,t_gen=7
IoT 40,86,t_gen=7
IoT 41,73,t_gen=20
IoT 42,40,t_gen=17
IoT 43,61,t_gen=18
IoT 44,87,t_gen=14
IoT 45,96,t_gen=5
IoT 46,92,t_gen=1
IoT 47,147,t_gen=4
IoT 48,54,t_gen=3
IoT 49,135,t_gen=16
IoT 50,132,t_gen=5

65,150,87.18,1.0,4769.05379919976,0,108.7756679058075
IoT-Level AoIs for Seed,65
IoT 1,139,t_gen=17
IoT 2,51,t_gen=15
IoT 3,105,t_gen=3
IoT 4,28,t_gen=4
IoT 5,102,t_gen=4
IoT 6,9,t_gen=20
IoT 7,118,t_gen=20
IoT 8,137,t_gen=1
IoT 9,96,t_gen=10
IoT 10,130,t_gen=8
IoT 11,136,t_gen=2
IoT 12,32,t_gen=0
IoT 13,120,t_gen=18
IoT 14,16,t_gen=4
IoT 15,96,t_gen=10
IoT 16,127,t_gen=11
IoT 17,144,t_gen=20
IoT 18,106,t_gen=2
IoT 19,133,t_gen=5
IoT 20,106,t_gen=2
IoT 21,52,t_gen=18
IoT 22,89,t_gen=17
IoT 23,86,t_gen=20
IoT 24,135,t_gen=5
IoT 25,91,t_gen=15
IoT 26,112,t_gen=16
IoT 27,102,t_gen=4
IoT 28,92,t_gen=17
IoT 29,50,t_gen=16
IoT 30,105,t_gen=1
IoT 31,150,t_gen=6
IoT 32,129,t_gen=9
IoT 33,28,t_gen=4
IoT 34,42,t_gen=16
IoT 35,47,t_gen=19
IoT 36,111,t_gen=8
IoT 37,47,t_gen=19
IoT 38,102,t_gen=8
IoT 39,56,t_gen=10
IoT 40,61,t_gen=5
IoT 41,127,t_gen=17
IoT 42,58,t_gen=8
IoT 43,88,t_gen=18
IoT 44,26,t_gen=13
IoT 45,55,t_gen=11
IoT 46,98,t_gen=8
IoT 47,51,t_gen=15
IoT 48,123,t_gen=15
IoT 49,17,t_gen=15
IoT 50,98,t_gen=8

85,146,90.88,1.0,4759.6430835691845,0,97.52200126647949
IoT-Level AoIs for Seed,85
IoT 1,124,t_gen=17
IoT 2,102,t_gen=18
IoT 3,128,t_gen=13
IoT 4,25,t_gen=2
IoT 5,59,t_gen=14
IoT 6,123,t_gen=7
IoT 7,107,t_gen=13
IoT 8,125,t_gen=5
IoT 9,114,t_gen=16
IoT 10,113,t_gen=7
IoT 11,5,t_gen=10
IoT 12,146,t_gen=1
IoT 13,35,t_gen=5
IoT 14,46,t_gen=5
IoT 15,125,t_gen=5
IoT 16,116,t_gen=14
IoT 17,31,t_gen=8
IoT 18,121,t_gen=20
IoT 19,113,t_gen=17
IoT 20,126,t_gen=4
IoT 21,136,t_gen=9
IoT 22,122,t_gen=8
IoT 23,128,t_gen=2
IoT 24,116,t_gen=4
IoT 25,122,t_gen=19
IoT 26,34,t_gen=13
IoT 27,128,t_gen=19
IoT 28,117,t_gen=13
IoT 29,134,t_gen=7
IoT 30,44,t_gen=11
IoT 31,105,t_gen=15
IoT 32,136,t_gen=5
IoT 33,29,t_gen=10
IoT 34,33,t_gen=6
IoT 35,111,t_gen=19
IoT 36,143,t_gen=4
IoT 37,128,t_gen=2
IoT 38,31,t_gen=8
IoT 39,120,t_gen=0
IoT 40,128,t_gen=2
IoT 41,129,t_gen=1
IoT 42,27,t_gen=12
IoT 43,35,t_gen=4
IoT 44,52,t_gen=9
IoT 45,134,t_gen=7
IoT 46,29,t_gen=10
IoT 47,41,t_gen=1
IoT 48,32,t_gen=7
IoT 49,31,t_gen=8
IoT 50,105,t_gen=15

90,139,87.66,1.0,4712.564112369295,0,80.16296911239624
IoT-Level AoIs for Seed,90
IoT 1,50,t_gen=8
IoT 2,102,t_gen=4
IoT 3,121,t_gen=12
IoT 4,102,t_gen=4
IoT 5,136,t_gen=1
IoT 6,123,t_gen=16
IoT 7,103,t_gen=3
IoT 8,106,t_gen=0
IoT 9,47,t_gen=5
IoT 10,122,t_gen=17
IoT 11,105,t_gen=2
IoT 12,100,t_gen=10
IoT 13,124,t_gen=19
IoT 14,96,t_gen=10
IoT 15,121,t_gen=18
IoT 16,23,t_gen=1
IoT 17,119,t_gen=15
IoT 18,27,t_gen=5
IoT 19,133,t_gen=6
IoT 20,91,t_gen=15
IoT 21,116,t_gen=17
IoT 22,116,t_gen=4
IoT 23,41,t_gen=17
IoT 24,101,t_gen=5
IoT 25,139,t_gen=12
IoT 26,10,t_gen=15
IoT 27,119,t_gen=20
IoT 28,121,t_gen=18
IoT 29,100,t_gen=12
IoT 30,12,t_gen=13
IoT 31,123,t_gen=16
IoT 32,40,t_gen=12
IoT 33,41,t_gen=17
IoT 34,133,t_gen=6
IoT 35,131,t_gen=2
IoT 36,113,t_gen=20
IoT 37,100,t_gen=6
IoT 38,38,t_gen=14
IoT 39,39,t_gen=19
IoT 40,139,t_gen=20
IoT 41,124,t_gen=15
IoT 42,41,t_gen=11
IoT 43,40,t_gen=18
IoT 44,5,t_gen=20
IoT 45,102,t_gen=4
IoT 46,47,t_gen=11
IoT 47,55,t_gen=19
IoT 48,132,t_gen=1
IoT 49,58,t_gen=0
IoT 50,56,t_gen=2

105,178,101.84,1.0,4983.865044247173,0,89.85765147209167
IoT-Level AoIs for Seed,105
IoT 1,178,t_gen=4
IoT 2,149,t_gen=5
IoT 3,135,t_gen=14
IoT 4,147,t_gen=7
IoT 5,57,t_gen=9
IoT 6,168,t_gen=16
IoT 7,56,t_gen=10
IoT 8,146,t_gen=3
IoT 9,175,t_gen=5
IoT 10,137,t_gen=12
IoT 11,131,t_gen=18
IoT 12,160,t_gen=19
IoT 13,103,t_gen=16
IoT 14,53,t_gen=13
IoT 15,161,t_gen=18
IoT 16,14,t_gen=15
IoT 17,124,t_gen=11
IoT 18,149,t_gen=0
IoT 19,47,t_gen=19
IoT 20,120,t_gen=13
IoT 21,74,t_gen=5
IoT 22,46,t_gen=20
IoT 23,145,t_gen=9
IoT 24,23,t_gen=11
IoT 25,63,t_gen=3
IoT 26,142,t_gen=5
IoT 27,83,t_gen=2
IoT 28,148,t_gen=6
IoT 29,18,t_gen=11
IoT 30,34,t_gen=16
IoT 31,146,t_gen=8
IoT 32,13,t_gen=16
IoT 33,119,t_gen=0
IoT 34,150,t_gen=4
IoT 35,178,t_gen=1
IoT 36,109,t_gen=10
IoT 37,52,t_gen=11
IoT 38,144,t_gen=10
IoT 39,116,t_gen=3
IoT 40,39,t_gen=2
IoT 41,60,t_gen=6
IoT 42,65,t_gen=1
IoT 43,64,t_gen=2
IoT 44,112,t_gen=14
IoT 45,84,t_gen=5
IoT 46,150,t_gen=4
IoT 47,74,t_gen=5
IoT 48,53,t_gen=0
IoT 49,130,t_gen=19
IoT 50,48,t_gen=2

49,173,110.02,1.0,5102.981160679976,0,78.68735361099243
IoT-Level AoIs for Seed,49
IoT 1,76,t_gen=20
IoT 2,33,t_gen=19
IoT 3,41,t_gen=0
IoT 4,28,t_gen=13
IoT 5,41,t_gen=11
IoT 6,28,t_gen=19
IoT 7,149,t_gen=17
IoT 8,164,t_gen=2
IoT 9,149,t_gen=17
IoT 10,59,t_gen=7
IoT 11,65,t_gen=19
IoT 12,154,t_gen=12
IoT 13,154,t_gen=17
IoT 14,171,t_gen=0
IoT 15,32,t_gen=9
IoT 16,77,t_gen=11
IoT 17,156,t_gen=10
IoT 18,153,t_gen=13
IoT 19,48,t_gen=8
IoT 20,163,t_gen=3
IoT 21,152,t_gen=14
IoT 22,132,t_gen=19
IoT 23,164,t_gen=7
IoT 24,166,t_gen=0
IoT 25,49,t_gen=3
IoT 26,161,t_gen=5
IoT 27,153,t_gen=13
IoT 28,83,t_gen=11
IoT 29,150,t_gen=16
IoT 30,148,t_gen=3
IoT 31,148,t_gen=18
IoT 32,65,t_gen=19
IoT 33,161,t_gen=10
IoT 34,39,t_gen=13
IoT 35,146,t_gen=20
IoT 36,164,t_gen=7
IoT 37,39,t_gen=2
IoT 38,159,t_gen=17
IoT 39,166,t_gen=16
IoT 40,34,t_gen=7
IoT 41,37,t_gen=15
IoT 42,154,t_gen=12
IoT 43,164,t_gen=7
IoT 44,132,t_gen=19
IoT 45,145,t_gen=6
IoT 46,173,t_gen=3
IoT 47,28,t_gen=13
IoT 48,158,t_gen=8
IoT 49,38,t_gen=14
IoT 50,52,t_gen=0

110,135,92.48,1.0,4483.816734841714,0,68.56031847000122
IoT-Level AoIs for Seed,110
IoT 1,43,t_gen=1
IoT 2,122,t_gen=2
IoT 3,108,t_gen=16
IoT 4,129,t_gen=7
IoT 5,108,t_gen=16
IoT 6,107,t_gen=17
IoT 7,19,t_gen=4
IoT 8,117,t_gen=7
IoT 9,42,t_gen=2
IoT 10,42,t_gen=5
IoT 11,36,t_gen=8
IoT 12,108,t_gen=8
IoT 13,104,t_gen=12
IoT 14,110,t_gen=14
IoT 15,108,t_gen=16
IoT 16,32,t_gen=12
IoT 17,126,t_gen=10
IoT 18,66,t_gen=2
IoT 19,54,t_gen=5
IoT 20,116,t_gen=0
IoT 21,40,t_gen=4
IoT 22,125,t_gen=17
IoT 23,135,t_gen=1
IoT 24,120,t_gen=16
IoT 25,74,t_gen=1
IoT 26,135,t_gen=1
IoT 27,122,t_gen=2
IoT 28,121,t_gen=3
IoT 29,34,t_gen=10
IoT 30,124,t_gen=12
IoT 31,104,t_gen=20
IoT 32,119,t_gen=5
IoT 33,105,t_gen=19
IoT 34,121,t_gen=15
IoT 35,32,t_gen=12
IoT 36,121,t_gen=3
IoT 37,32,t_gen=12
IoT 38,123,t_gen=1
IoT 39,37,t_gen=7
IoT 40,105,t_gen=19
IoT 41,107,t_gen=12
IoT 42,39,t_gen=5
IoT 43,122,t_gen=2
IoT 44,106,t_gen=10
IoT 45,100,t_gen=16
IoT 46,50,t_gen=6
IoT 47,107,t_gen=17
IoT 48,117,t_gen=11
IoT 49,130,t_gen=5
IoT 50,120,t_gen=4

Final Averages
avg_peak_aoi,153.9
avg_avg_aoi,91.76599999999999
avg_coverage,1.0
avg_total_dist,4760.13821031806
avg_unserved,0.0
avg_runtime,90.3668065071106
