Scenario Information
Number of IoT Nodes,40
Number of UAVs,3
Number of Ground BS,4

Seed,Peak AOI,Avg AOI,Coverage,Total Distance,Unserved IoT,Runtime (s)
42,139,87.2,1.0,4146.15207972831,0,145.76316332817078
IoT-Level AoIs for Seed,42
IoT 32,6,t_gen=16
IoT 33,62,t_gen=0
IoT 34,140,t_gen=4
IoT 35,143,t_gen=1
IoT 36,103,t_gen=10
IoT 37,133,t_gen=11
IoT 38,147,t_gen=10
IoT 39,49,t_gen=3
IoT 40,155,t_gen=2

49,145,77.9,1.0,4433.546887483631,0,140.23927116394043
IoT-Level AoIs for Seed,49
IoT 1,105,t_gen=20
IoT 2,17,t_gen=19
IoT 3,32,t_gen=0
IoT 4,19,t_gen=13
IoT 5,25,t_gen=11
IoT 6,19,t_gen=19
IoT 7,105,t_gen=17
IoT 8,34,t_gen=2
IoT 9,113,t_gen=17
IoT 10,50,t_gen=7
IoT 11,111,t_gen=19
IoT 12,118,t_gen=12
IoT 13,131,t_gen=17
IoT 14,20,t_gen=0
IoT 15,23,t_gen=9
IoT 16,13,t_gen=11
IoT 17,112,t_gen=10
IoT 18,109,t_gen=13
IoT 19,39,t_gen=8
IoT 20,145,t_gen=3
IoT 21,108,t_gen=14
IoT 22,129,t_gen=19
IoT 23,13,t_gen=7
IoT 24,130,t_gen=0
IoT 25,33,t_gen=3
IoT 26,125,t_gen=5
IoT 27,109,t_gen=13
IoT 28,9,t_gen=11
IoT 29,132,t_gen=16
IoT 30,119,t_gen=3
IoT 31,130,t_gen=18
IoT 32,103,t_gen=19
IoT 33,131,t_gen=10
IoT 34,23,t_gen=13
IoT 35,128,t_gen=20
IoT 36,141,t_gen=7
IoT 37,30,t_gen=2
IoT 38,26,t_gen=17
IoT 39,132,t_gen=16
IoT 40,25,t_gen=7

110,129,96.575,1.0,3880.8488994226154,0,148.85213947296143
IoT-Level AoIs for Seed,110
IoT 1,47,t_gen=1
IoT 2,128,t_gen=2
IoT 3,26,t_gen=16
IoT 4,122,t_gen=7
IoT 5,114,t_gen=16
IoT 6,113,t_gen=17
IoT 7,27,t_gen=4
IoT 8,123,t_gen=7
IoT 9,107,t_gen=2
IoT 10,39,t_gen=5
IoT 11,101,t_gen=8
IoT 12,23,t_gen=8
IoT 13,128,t_gen=12
IoT 14,116,t_gen=14
IoT 15,114,t_gen=16
IoT 16,41,t_gen=12
IoT 17,119,t_gen=10
IoT 18,107,t_gen=2
IoT 19,106,t_gen=5
IoT 20,31,t_gen=0
IoT 21,105,t_gen=4
IoT 22,123,t_gen=17
IoT 23,128,t_gen=1
IoT 24,113,t_gen=16
IoT 25,118,t_gen=1
IoT 26,128,t_gen=1
IoT 27,40,t_gen=2
IoT 28,127,t_gen=3
IoT 29,99,t_gen=10
IoT 30,118,t_gen=12
IoT 31,109,t_gen=20
IoT 32,124,t_gen=5
IoT 33,110,t_gen=19
IoT 34,114,t_gen=15
IoT 35,97,t_gen=12
IoT 36,39,t_gen=3
IoT 37,97,t_gen=12
IoT 38,129,t_gen=1
IoT 39,102,t_gen=7
IoT 40,111,t_gen=19

Final Averages
avg_peak_aoi,145.6
avg_avg_aoi,85.5775
avg_coverage,1.0
avg_total_dist,4248.548075751284
avg_unserved,0.0
avg_runtime,179.19563899040222
