Scenario Information
Number of IoT Nodes,50
Number of UAVs,3
Number of Ground BS,3

Seed,Peak AOI,Avg AOI,Coverage,Total Distance,Unserved IoT,Runtime (s)
42,175,94.4,1.0,4777.126252988455,0,88.27343893051147
IoT-Level AoIs for Seed,42
IoT 38,174,t_gen=4
IoT 39,53,t_gen=14
IoT 40,49,t_gen=7
IoT 41,171,t_gen=7
IoT 42,97,t_gen=20
IoT 43,161,t_gen=17
IoT 44,49,t_gen=18
IoT 45,94,t_gen=14
IoT 46,103,t_gen=5
IoT 47,177,t_gen=1
IoT 48,24,t_gen=4
IoT 49,105,t_gen=3
IoT 50,162,t_gen=16

65,155,95.46,1.0,4457.558020139133,0,75.53869557380676
IoT-Level AoIs for Seed,65
IoT 1,145,t_gen=7
IoT 2,144,t_gen=8
IoT 3,151,t_gen=1
IoT 4,59,t_gen=4
IoT 5,89,t_gen=4
IoT 6,8,t_gen=20
IoT 7,43,t_gen=20
IoT 8,151,t_gen=1
IoT 9,93,t_gen=10
IoT 10,68,t_gen=8
IoT 11,101,t_gen=2
IoT 12,152,t_gen=0
IoT 13,134,t_gen=18
IoT 14,104,t_gen=4
IoT 15,93,t_gen=10
IoT 16,141,t_gen=11
IoT 17,132,t_gen=20
IoT 18,118,t_gen=2
IoT 19,147,t_gen=5
IoT 20,155,t_gen=2
IoT 21,85,t_gen=18
IoT 22,86,t_gen=17
IoT 23,83,t_gen=20
IoT 24,152,t_gen=5
IoT 25,88,t_gen=15
IoT 26,148,t_gen=16
IoT 27,99,t_gen=4
IoT 28,89,t_gen=17
IoT 29,47,t_gen=16
IoT 30,102,t_gen=1
IoT 31,22,t_gen=6
IoT 32,94,t_gen=9
IoT 33,148,t_gen=4
IoT 34,136,t_gen=16
IoT 35,44,t_gen=19
IoT 36,28,t_gen=8
IoT 37,44,t_gen=19
IoT 38,104,t_gen=8
IoT 39,53,t_gen=10
IoT 40,58,t_gen=5
IoT 41,150,t_gen=17
IoT 42,55,t_gen=8
IoT 43,85,t_gen=18
IoT 44,30,t_gen=13
IoT 45,52,t_gen=11
IoT 46,95,t_gen=8
IoT 47,48,t_gen=15
IoT 48,137,t_gen=15
IoT 49,88,t_gen=15
IoT 50,95,t_gen=8

85,146,100.22,1.0,4465.765536577021,0,86.48158979415894
IoT-Level AoIs for Seed,85
IoT 1,123,t_gen=18
IoT 2,26,t_gen=17
IoT 3,93,t_gen=19
IoT 4,138,t_gen=3
IoT 5,128,t_gen=13
IoT 6,97,t_gen=15
IoT 7,134,t_gen=7
IoT 8,138,t_gen=3
IoT 9,129,t_gen=12
IoT 10,124,t_gen=17
IoT 11,146,t_gen=14
IoT 12,136,t_gen=5
IoT 13,36,t_gen=5
IoT 14,124,t_gen=17
IoT 15,134,t_gen=7
IoT 16,75,t_gen=5
IoT 17,127,t_gen=14
IoT 18,33,t_gen=8
IoT 19,121,t_gen=20
IoT 20,124,t_gen=17
IoT 21,137,t_gen=4
IoT 22,140,t_gen=9
IoT 23,133,t_gen=8
IoT 24,133,t_gen=2
IoT 25,137,t_gen=4
IoT 26,93,t_gen=19
IoT 27,43,t_gen=13
IoT 28,122,t_gen=19
IoT 29,128,t_gen=13
IoT 30,134,t_gen=7
IoT 31,53,t_gen=11
IoT 32,126,t_gen=15
IoT 33,136,t_gen=5
IoT 34,31,t_gen=10
IoT 35,35,t_gen=6
IoT 36,122,t_gen=19
IoT 37,137,t_gen=4
IoT 38,139,t_gen=2
IoT 39,33,t_gen=8
IoT 40,141,t_gen=0
IoT 41,139,t_gen=2
IoT 42,140,t_gen=1
IoT 43,29,t_gen=12
IoT 44,37,t_gen=4
IoT 45,61,t_gen=9
IoT 46,118,t_gen=7
IoT 47,31,t_gen=10
IoT 48,50,t_gen=1
IoT 49,34,t_gen=7
IoT 50,33,t_gen=8

90,187,110.02,1.0,4442.42516556235,0,70.68414974212646
IoT-Level AoIs for Seed,90
IoT 1,128,t_gen=9
IoT 2,51,t_gen=2
IoT 3,116,t_gen=20
IoT 4,126,t_gen=11
IoT 5,119,t_gen=17
IoT 6,135,t_gen=2
IoT 7,47,t_gen=6
IoT 8,51,t_gen=2
IoT 9,78,t_gen=20
IoT 10,53,t_gen=0
IoT 11,135,t_gen=2
IoT 12,127,t_gen=10
IoT 13,118,t_gen=19
IoT 14,182,t_gen=10
IoT 15,119,t_gen=18
IoT 16,113,t_gen=1
IoT 17,177,t_gen=15
IoT 18,109,t_gen=5
IoT 19,131,t_gen=6
IoT 20,177,t_gen=15
IoT 21,36,t_gen=17
IoT 22,133,t_gen=4
IoT 23,120,t_gen=17
IoT 24,187,t_gen=5
IoT 25,128,t_gen=12
IoT 26,83,t_gen=15
IoT 27,117,t_gen=20
IoT 28,126,t_gen=18
IoT 29,125,t_gen=12
IoT 30,101,t_gen=13
IoT 31,121,t_gen=16
IoT 32,86,t_gen=12
IoT 33,120,t_gen=17
IoT 34,131,t_gen=6
IoT 35,51,t_gen=2
IoT 36,117,t_gen=20
IoT 37,47,t_gen=6
IoT 38,84,t_gen=14
IoT 39,118,t_gen=19
IoT 40,116,t_gen=20
IoT 41,122,t_gen=15
IoT 42,54,t_gen=11
IoT 43,136,t_gen=18
IoT 44,78,t_gen=20
IoT 45,49,t_gen=4
IoT 46,125,t_gen=11
IoT 47,91,t_gen=19
IoT 48,136,t_gen=1
IoT 49,137,t_gen=0
IoT 50,134,t_gen=2

105,165,93.84,1.0,4733.002018233128,0,85.21650075912476
IoT-Level AoIs for Seed,105
IoT 1,78,t_gen=11
IoT 2,52,t_gen=3
IoT 3,92,t_gen=5
IoT 4,124,t_gen=14
IoT 5,48,t_gen=7
IoT 6,48,t_gen=9
IoT 7,122,t_gen=16
IoT 8,47,t_gen=10
IoT 9,135,t_gen=3
IoT 10,122,t_gen=5
IoT 11,126,t_gen=12
IoT 12,120,t_gen=18
IoT 13,119,t_gen=19
IoT 14,108,t_gen=16
IoT 15,44,t_gen=13
IoT 16,108,t_gen=18
IoT 17,74,t_gen=15
IoT 18,159,t_gen=11
IoT 19,138,t_gen=0
IoT 20,38,t_gen=19
IoT 21,95,t_gen=13
IoT 22,119,t_gen=5
IoT 23,69,t_gen=20
IoT 24,99,t_gen=9
IoT 25,78,t_gen=11
IoT 26,86,t_gen=3
IoT 27,133,t_gen=5
IoT 28,122,t_gen=2
IoT 29,83,t_gen=6
IoT 30,78,t_gen=11
IoT 31,39,t_gen=16
IoT 32,47,t_gen=8
IoT 33,73,t_gen=16
IoT 34,124,t_gen=0
IoT 35,134,t_gen=4
IoT 36,137,t_gen=1
IoT 37,47,t_gen=10
IoT 38,127,t_gen=11
IoT 39,79,t_gen=10
IoT 40,54,t_gen=3
IoT 41,87,t_gen=2
IoT 42,51,t_gen=6
IoT 43,56,t_gen=1
IoT 44,55,t_gen=2
IoT 45,75,t_gen=14
IoT 46,153,t_gen=5
IoT 47,85,t_gen=4
IoT 48,165,t_gen=5
IoT 49,89,t_gen=0
IoT 50,151,t_gen=19

49,198,100.12,1.0,5182.557871385613,0,59.600624561309814
IoT-Level AoIs for Seed,49
IoT 1,74,t_gen=4
IoT 2,21,t_gen=17
IoT 3,177,t_gen=19
IoT 4,96,t_gen=0
IoT 5,25,t_gen=13
IoT 6,88,t_gen=11
IoT 7,69,t_gen=19
IoT 8,64,t_gen=17
IoT 9,97,t_gen=2
IoT 10,46,t_gen=17
IoT 11,56,t_gen=7
IoT 12,177,t_gen=19
IoT 13,69,t_gen=12
IoT 14,168,t_gen=17
IoT 15,81,t_gen=0
IoT 16,29,t_gen=9
IoT 17,59,t_gen=11
IoT 18,89,t_gen=10
IoT 19,183,t_gen=13
IoT 20,73,t_gen=8
IoT 21,78,t_gen=3
IoT 22,49,t_gen=14
IoT 23,62,t_gen=19
IoT 24,74,t_gen=7
IoT 25,63,t_gen=0
IoT 26,60,t_gen=3
IoT 27,180,t_gen=5
IoT 28,172,t_gen=13
IoT 29,74,t_gen=11
IoT 30,180,t_gen=16
IoT 31,60,t_gen=3
IoT 32,178,t_gen=18
IoT 33,44,t_gen=19
IoT 34,186,t_gen=10
IoT 35,86,t_gen=13
IoT 36,165,t_gen=20
IoT 37,178,t_gen=7
IoT 38,36,t_gen=2
IoT 39,82,t_gen=17
IoT 40,91,t_gen=16
IoT 41,31,t_gen=7
IoT 42,84,t_gen=15
IoT 43,33,t_gen=12
IoT 44,178,t_gen=7
IoT 45,166,t_gen=19
IoT 46,179,t_gen=6
IoT 47,198,t_gen=3
IoT 48,25,t_gen=13
IoT 49,188,t_gen=8
IoT 50,85,t_gen=14

110,217,120.9,1.0,4706.759060744665,0,67.116126537323
IoT-Level AoIs for Seed,110
IoT 1,136,t_gen=13
IoT 2,215,t_gen=3
IoT 3,145,t_gen=4
IoT 4,103,t_gen=13
IoT 5,103,t_gen=7
IoT 6,133,t_gen=16
IoT 7,132,t_gen=17
IoT 8,138,t_gen=4
IoT 9,211,t_gen=7
IoT 10,42,t_gen=2
IoT 11,42,t_gen=5
IoT 12,36,t_gen=8
IoT 13,141,t_gen=8
IoT 14,104,t_gen=12
IoT 15,204,t_gen=14
IoT 16,202,t_gen=16
IoT 17,32,t_gen=12
IoT 18,139,t_gen=10
IoT 19,114,t_gen=2
IoT 20,60,t_gen=5
IoT 21,116,t_gen=0
IoT 22,40,t_gen=4
IoT 23,132,t_gen=17
IoT 24,148,t_gen=1
IoT 25,94,t_gen=16
IoT 26,115,t_gen=1
IoT 27,217,t_gen=1
IoT 28,216,t_gen=2
IoT 29,107,t_gen=3
IoT 30,34,t_gen=10
IoT 31,98,t_gen=12
IoT 32,198,t_gen=20
IoT 33,105,t_gen=5
IoT 34,130,t_gen=19
IoT 35,203,t_gen=15
IoT 36,32,t_gen=12
IoT 37,215,t_gen=3
IoT 38,32,t_gen=12
IoT 39,148,t_gen=1
IoT 40,37,t_gen=7
IoT 41,199,t_gen=19
IoT 42,107,t_gen=12
IoT 43,39,t_gen=5
IoT 44,147,t_gen=2
IoT 45,106,t_gen=10
IoT 46,100,t_gen=16
IoT 47,50,t_gen=6
IoT 48,201,t_gen=17
IoT 49,117,t_gen=11
IoT 50,130,t_gen=5

Final Averages
avg_peak_aoi,179.5
avg_avg_aoi,104.12800000000001
avg_coverage,1.0
avg_total_dist,4759.280827175681
avg_unserved,0.0
avg_runtime,81.96745316982269
