Scenario Information
Number of IoT Nodes,20
Number of UAVs,4
Number of Ground BS,4

Seed,Peak AOI,Avg AOI,Coverage,Total Distance,Unserved IoT,Runtime (s)
42,104,73.4,1.0,3637.3920863583635,0,35.024842500686646
IoT-Level AoIs for Seed,42
IoT 2,29,t_gen=20
IoT 3,46,t_gen=5
IoT 4,69,t_gen=4
IoT 5,55,t_gen=18
IoT 6,64,t_gen=9
IoT 7,66,t_gen=7
IoT 8,65,t_gen=8
IoT 9,41,t_gen=8
IoT 10,45,t_gen=6
IoT 11,82,t_gen=16
IoT 12,37,t_gen=12
IoT 13,70,t_gen=3
IoT 14,71,t_gen=2
IoT 15,63,t_gen=10
IoT 16,51,t_gen=12
IoT 17,46,t_gen=5
IoT 18,37,t_gen=14
IoT 19,33,t_gen=18
IoT 20,43,t_gen=8

65,99,55.25,1.0,3682.07573096887,0,31.81457233428955
IoT-Level AoIs for Seed,65
IoT 1,85,t_gen=17
IoT 2,33,t_gen=15
IoT 3,99,t_gen=3
IoT 4,44,t_gen=4
IoT 5,89,t_gen=4
IoT 6,8,t_gen=20
IoT 7,28,t_gen=20
IoT 8,47,t_gen=1
IoT 9,83,t_gen=10
IoT 10,71,t_gen=8
IoT 11,46,t_gen=2
IoT 12,79,t_gen=0
IoT 13,61,t_gen=18
IoT 14,27,t_gen=4
IoT 15,83,t_gen=10
IoT 16,68,t_gen=11
IoT 17,28,t_gen=20
IoT 18,19,t_gen=2
IoT 19,88,t_gen=5
IoT 20,19,t_gen=2

85,95,70.2,1.0,3822.104555495679,0,32.52715063095093
IoT-Level AoIs for Seed,85
IoT 1,39,t_gen=17
IoT 2,66,t_gen=18
IoT 3,71,t_gen=13
IoT 4,45,t_gen=2
IoT 5,85,t_gen=14
IoT 6,92,t_gen=7
IoT 7,71,t_gen=13
IoT 8,94,t_gen=5
IoT 9,31,t_gen=16
IoT 10,92,t_gen=7
IoT 11,89,t_gen=10
IoT 12,83,t_gen=1
IoT 13,79,t_gen=5
IoT 14,51,t_gen=5
IoT 15,94,t_gen=5
IoT 16,70,t_gen=14
IoT 17,39,t_gen=8
IoT 18,36,t_gen=20
IoT 19,82,t_gen=17
IoT 20,95,t_gen=4

90,80,52.1,1.0,3686.347400973039,0,27.988864183425903
IoT-Level AoIs for Seed,90
IoT 1,56,t_gen=8
IoT 2,43,t_gen=4
IoT 3,36,t_gen=12
IoT 4,65,t_gen=4
IoT 5,46,t_gen=1
IoT 6,48,t_gen=16
IoT 7,68,t_gen=3
IoT 8,47,t_gen=0
IoT 9,42,t_gen=5
IoT 10,45,t_gen=17
IoT 11,62,t_gen=2
IoT 12,52,t_gen=10
IoT 13,70,t_gen=19
IoT 14,38,t_gen=10
IoT 15,44,t_gen=18
IoT 16,80,t_gen=1
IoT 17,33,t_gen=15
IoT 18,78,t_gen=5
IoT 19,56,t_gen=6
IoT 20,33,t_gen=15

105,97,60.5,1.0,3650.4455107341114,0,40.84265422821045
IoT-Level AoIs for Seed,105
IoT 1,13,t_gen=4
IoT 2,33,t_gen=5
IoT 3,83,t_gen=14
IoT 4,90,t_gen=7
IoT 5,42,t_gen=9
IoT 6,81,t_gen=16
IoT 7,41,t_gen=10
IoT 8,94,t_gen=3
IoT 9,34,t_gen=5
IoT 10,85,t_gen=12
IoT 11,79,t_gen=18
IoT 12,78,t_gen=19
IoT 13,81,t_gen=16
IoT 14,38,t_gen=13
IoT 15,20,t_gen=18
IoT 16,65,t_gen=15
IoT 17,86,t_gen=11
IoT 18,97,t_gen=0
IoT 19,32,t_gen=19
IoT 20,38,t_gen=13

49,92,65.55,1.0,3731.6494773614622,0,31.17967939376831
IoT-Level AoIs for Seed,49
IoT 1,1,t_gen=20
IoT 2,28,t_gen=19
IoT 3,50,t_gen=0
IoT 4,79,t_gen=13
IoT 5,36,t_gen=11
IoT 6,23,t_gen=19
IoT 7,68,t_gen=17
IoT 8,83,t_gen=2
IoT 9,68,t_gen=17
IoT 10,78,t_gen=7
IoT 11,73,t_gen=19
IoT 12,80,t_gen=12
IoT 13,75,t_gen=17
IoT 14,92,t_gen=0
IoT 15,83,t_gen=9
IoT 16,81,t_gen=11
IoT 17,75,t_gen=10
IoT 18,72,t_gen=13
IoT 19,77,t_gen=8
IoT 20,89,t_gen=3

110,88,58.85,1.0,3335.311769930471,0,29.398011445999146
IoT-Level AoIs for Seed,110
IoT 1,79,t_gen=1
IoT 2,78,t_gen=2
IoT 3,64,t_gen=16
IoT 4,73,t_gen=7
IoT 5,44,t_gen=16
IoT 6,63,t_gen=17
IoT 7,27,t_gen=4
IoT 8,53,t_gen=7
IoT 9,82,t_gen=2
IoT 10,78,t_gen=5
IoT 11,52,t_gen=8
IoT 12,23,t_gen=8
IoT 13,88,t_gen=12
IoT 14,46,t_gen=14
IoT 15,44,t_gen=16
IoT 16,68,t_gen=12
IoT 17,70,t_gen=10
IoT 18,58,t_gen=2
IoT 19,56,t_gen=5
IoT 20,31,t_gen=0

Final Averages
avg_peak_aoi,90.9
avg_avg_aoi,59.55500000000001
avg_coverage,1.0
avg_total_dist,3575.7103243971624
avg_unserved,0.0
avg_runtime,33.95070605278015
