Scenario Information
Number of IoT Nodes,50
Number of UAVs,3
Number of Ground BS,4

Seed,Peak AOI,Avg AOI,Coverage,Total Distance,Unserved IoT,Runtime (s)
42,142,93.28,1.0,4845.010359629215,0,250.15914702415466
IoT-Level AoIs for Seed,42
IoT 30,78,t_gen=5
IoT 31,72,t_gen=11
IoT 32,83,t_gen=0
IoT 33,66,t_gen=3
IoT 34,54,t_gen=15
IoT 35,49,t_gen=3
IoT 36,72,t_gen=6
IoT 37,49,t_gen=20
IoT 38,110,t_gen=15
IoT 39,131,t_gen=13
IoT 40,50,t_gen=2
IoT 41,57,t_gen=12
IoT 42,81,t_gen=2
IoT 43,133,t_gen=13
IoT 44,35,t_gen=17
IoT 45,78,t_gen=8
IoT 46,82,t_gen=1
IoT 47,66,t_gen=17
IoT 48,45,t_gen=7
IoT 49,134,t_gen=2
IoT 50,52,t_gen=0

60,152,103.86,1.0,4816.365129872843,0,229.22058510780334
IoT-Level AoIs for Seed,60
IoT 1,98,t_gen=5
IoT 2,136,t_gen=20
IoT 3,151,t_gen=5
IoT 4,114,t_gen=4
IoT 5,138,t_gen=18
IoT 6,147,t_gen=9
IoT 7,111,t_gen=7
IoT 8,37,t_gen=8
IoT 9,148,t_gen=8
IoT 10,36,t_gen=6
IoT 11,133,t_gen=16
IoT 12,43,t_gen=12
IoT 13,115,t_gen=3
IoT 14,116,t_gen=2
IoT 15,108,t_gen=10
IoT 16,30,t_gen=12
IoT 17,151,t_gen=5
IoT 18,31,t_gen=14
IoT 19,85,t_gen=18
IoT 20,34,t_gen=8
IoT 21,35,t_gen=7
IoT 22,32,t_gen=13
IoT 23,118,t_gen=0
IoT 24,44,t_gen=1
IoT 25,135,t_gen=6
IoT 26,143,t_gen=13
IoT 27,149,t_gen=7
IoT 28,146,t_gen=10
IoT 29,106,t_gen=7
IoT 30,141,t_gen=15
IoT 31,149,t_gen=7
IoT 32,28,t_gen=17
IoT 33,87,t_gen=16
IoT 34,117,t_gen=1
IoT 35,150,t_gen=6
IoT 36,150,t_gen=6
IoT 37,152,t_gen=4
IoT 38,31,t_gen=14
IoT 39,149,t_gen=7
IoT 40,142,t_gen=7
IoT 41,98,t_gen=20
IoT 42,30,t_gen=17
IoT 43,27,t_gen=18
IoT 44,136,t_gen=14
IoT 45,151,t_gen=5
IoT 46,102,t_gen=1
IoT 47,145,t_gen=4
IoT 48,100,t_gen=3
IoT 49,102,t_gen=16
IoT 50,136,t_gen=5

65,157,90.48,1.0,4797.418269343293,0,191.40415716171265
IoT-Level AoIs for Seed,65
IoT 1,68,t_gen=17
IoT 2,66,t_gen=15
IoT 3,82,t_gen=3
IoT 4,61,t_gen=4
IoT 5,136,t_gen=4
IoT 6,143,t_gen=20
IoT 7,52,t_gen=20
IoT 8,84,t_gen=1
IoT 9,130,t_gen=10
IoT 10,64,t_gen=8
IoT 11,70,t_gen=2
IoT 12,65,t_gen=0
IoT 13,47,t_gen=18
IoT 14,132,t_gen=4
IoT 15,130,t_gen=10
IoT 16,61,t_gen=11
IoT 17,45,t_gen=20
IoT 18,154,t_gen=2
IoT 19,80,t_gen=5
IoT 20,83,t_gen=2
IoT 21,47,t_gen=18
IoT 22,119,t_gen=17
IoT 23,120,t_gen=20
IoT 24,96,t_gen=5
IoT 25,125,t_gen=15
IoT 26,157,t_gen=16
IoT 27,136,t_gen=4
IoT 28,126,t_gen=17
IoT 29,56,t_gen=16
IoT 30,139,t_gen=1
IoT 31,144,t_gen=6
IoT 32,56,t_gen=9
IoT 33,61,t_gen=4
IoT 34,69,t_gen=16
IoT 35,66,t_gen=19
IoT 36,104,t_gen=8
IoT 37,53,t_gen=19
IoT 38,98,t_gen=8
IoT 39,75,t_gen=10
IoT 40,67,t_gen=5
IoT 41,70,t_gen=17
IoT 42,57,t_gen=8
IoT 43,122,t_gen=18
IoT 44,106,t_gen=13
IoT 45,61,t_gen=11
IoT 46,132,t_gen=8
IoT 47,70,t_gen=15
IoT 48,50,t_gen=15
IoT 49,57,t_gen=15
IoT 50,132,t_gen=8

85,143,77.68,1.0,4764.962727910397,0,182.81509280204773
IoT-Level AoIs for Seed,85
IoT 1,143,t_gen=17
IoT 2,97,t_gen=18
IoT 3,51,t_gen=13
IoT 4,87,t_gen=2
IoT 5,50,t_gen=14
IoT 6,112,t_gen=7
IoT 7,51,t_gen=13
IoT 8,59,t_gen=5
IoT 9,14,t_gen=16
IoT 10,108,t_gen=7
IoT 11,110,t_gen=10
IoT 12,141,t_gen=1
IoT 13,35,t_gen=5
IoT 14,59,t_gen=5
IoT 15,110,t_gen=5
IoT 16,50,t_gen=14
IoT 17,31,t_gen=8
IoT 18,126,t_gen=20
IoT 19,102,t_gen=17
IoT 20,60,t_gen=4
IoT 21,123,t_gen=9
IoT 22,107,t_gen=8
IoT 23,109,t_gen=2
IoT 24,111,t_gen=4
IoT 25,100,t_gen=19
IoT 26,53,t_gen=13
IoT 27,123,t_gen=19
IoT 28,51,t_gen=13
IoT 29,57,t_gen=7
IoT 30,108,t_gen=11
IoT 31,104,t_gen=15
IoT 32,114,t_gen=5
IoT 33,29,t_gen=10
IoT 34,33,t_gen=6
IoT 35,45,t_gen=19
IoT 36,138,t_gen=4
IoT 37,117,t_gen=2
IoT 38,31,t_gen=8
IoT 39,115,t_gen=0
IoT 40,62,t_gen=2
IoT 41,114,t_gen=1
IoT 42,27,t_gen=12
IoT 43,35,t_gen=4
IoT 44,67,t_gen=9
IoT 45,94,t_gen=7
IoT 46,29,t_gen=10
IoT 47,29,t_gen=1
IoT 48,32,t_gen=7
IoT 49,31,t_gen=8
IoT 50,100,t_gen=15

90,141,81.5,1.0,4324.037798704129,0,185.64861607551575
IoT-Level AoIs for Seed,90
IoT 1,38,t_gen=8
IoT 2,102,t_gen=4
IoT 3,128,t_gen=12
IoT 4,102,t_gen=4
IoT 5,76,t_gen=1
IoT 6,127,t_gen=16
IoT 7,103,t_gen=3
IoT 8,106,t_gen=0
IoT 9,47,t_gen=5
IoT 10,126,t_gen=17
IoT 11,105,t_gen=2
IoT 12,100,t_gen=10
IoT 13,131,t_gen=19
IoT 14,96,t_gen=10
IoT 15,125,t_gen=18
IoT 16,23,t_gen=1
IoT 17,69,t_gen=15
IoT 18,27,t_gen=5
IoT 19,137,t_gen=6
IoT 20,91,t_gen=15
IoT 21,123,t_gen=17
IoT 22,116,t_gen=4
IoT 23,29,t_gen=17
IoT 24,135,t_gen=5
IoT 25,34,t_gen=12
IoT 26,10,t_gen=15
IoT 27,123,t_gen=20
IoT 28,51,t_gen=18
IoT 29,100,t_gen=12
IoT 30,12,t_gen=13
IoT 31,127,t_gen=16
IoT 32,40,t_gen=12
IoT 33,29,t_gen=17
IoT 34,137,t_gen=6
IoT 35,138,t_gen=2
IoT 36,120,t_gen=20
IoT 37,100,t_gen=6
IoT 38,38,t_gen=14
IoT 39,27,t_gen=19
IoT 40,35,t_gen=20
IoT 41,31,t_gen=15
IoT 42,41,t_gen=11
IoT 43,47,t_gen=18
IoT 44,5,t_gen=20
IoT 45,102,t_gen=4
IoT 46,132,t_gen=11
IoT 47,124,t_gen=19
IoT 48,23,t_gen=1
IoT 49,46,t_gen=0
IoT 50,141,t_gen=2

105,160,94.44,1.0,5012.428241879694,0,230.3642885684967
IoT-Level AoIs for Seed,105
IoT 1,159,t_gen=4
IoT 2,119,t_gen=5
IoT 3,149,t_gen=14
IoT 4,39,t_gen=7
IoT 5,65,t_gen=9
IoT 6,124,t_gen=16
IoT 7,64,t_gen=10
IoT 8,137,t_gen=3
IoT 9,156,t_gen=5
IoT 10,128,t_gen=12
IoT 11,122,t_gen=18
IoT 12,144,t_gen=19
IoT 13,90,t_gen=16
IoT 14,61,t_gen=13
IoT 15,106,t_gen=18
IoT 16,14,t_gen=15
IoT 17,153,t_gen=11
IoT 18,140,t_gen=0
IoT 19,55,t_gen=19
IoT 20,156,t_gen=13
IoT 21,61,t_gen=5
IoT 22,54,t_gen=20
IoT 23,115,t_gen=9
IoT 24,63,t_gen=11
IoT 25,137,t_gen=3
IoT 26,158,t_gen=5
IoT 27,70,t_gen=2
IoT 28,68,t_gen=6
IoT 29,18,t_gen=11
IoT 30,30,t_gen=16
IoT 31,116,t_gen=8
IoT 32,13,t_gen=16
IoT 33,106,t_gen=0
IoT 34,42,t_gen=4
IoT 35,160,t_gen=1
IoT 36,96,t_gen=10
IoT 37,150,t_gen=11
IoT 38,64,t_gen=10
IoT 39,103,t_gen=3
IoT 40,151,t_gen=2
IoT 41,68,t_gen=6
IoT 42,73,t_gen=1
IoT 43,159,t_gen=2
IoT 44,99,t_gen=14
IoT 45,71,t_gen=5
IoT 46,70,t_gen=4
IoT 47,61,t_gen=5
IoT 48,86,t_gen=0
IoT 49,23,t_gen=19
IoT 50,56,t_gen=2

49,161,96.78,1.0,4633.277509881497,0,222.89752173423767
IoT-Level AoIs for Seed,49
IoT 1,119,t_gen=20
IoT 2,23,t_gen=19
IoT 3,41,t_gen=0
IoT 4,28,t_gen=13
IoT 5,31,t_gen=11
IoT 6,28,t_gen=19
IoT 7,105,t_gen=17
IoT 8,40,t_gen=2
IoT 9,105,t_gen=17
IoT 10,59,t_gen=7
IoT 11,9,t_gen=19
IoT 12,110,t_gen=12
IoT 13,120,t_gen=17
IoT 14,137,t_gen=0
IoT 15,32,t_gen=9
IoT 16,134,t_gen=11
IoT 17,155,t_gen=10
IoT 18,109,t_gen=13
IoT 19,48,t_gen=8
IoT 20,134,t_gen=3
IoT 21,108,t_gen=14
IoT 22,131,t_gen=19
IoT 23,130,t_gen=7
IoT 24,137,t_gen=0
IoT 25,119,t_gen=3
IoT 26,117,t_gen=5
IoT 27,124,t_gen=13
IoT 28,126,t_gen=11
IoT 29,106,t_gen=16
IoT 30,119,t_gen=3
IoT 31,104,t_gen=18
IoT 32,123,t_gen=19
IoT 33,149,t_gen=10
IoT 34,29,t_gen=13
IoT 35,130,t_gen=20
IoT 36,143,t_gen=7
IoT 37,39,t_gen=2
IoT 38,32,t_gen=17
IoT 39,154,t_gen=16
IoT 40,34,t_gen=7
IoT 41,150,t_gen=15
IoT 42,110,t_gen=12
IoT 43,130,t_gen=7
IoT 44,131,t_gen=19
IoT 45,144,t_gen=6
IoT 46,161,t_gen=3
IoT 47,28,t_gen=13
IoT 48,114,t_gen=8
IoT 49,28,t_gen=14
IoT 50,122,t_gen=0

110,132,86.62,1.0,4271.943250231106,0,214.4089207649231
IoT-Level AoIs for Seed,110
IoT 1,43,t_gen=1
IoT 2,128,t_gen=2
IoT 3,114,t_gen=16
IoT 4,126,t_gen=7
IoT 5,64,t_gen=16
IoT 6,113,t_gen=17
IoT 7,44,t_gen=4
IoT 8,123,t_gen=7
IoT 9,42,t_gen=2
IoT 10,42,t_gen=5
IoT 11,36,t_gen=8
IoT 12,26,t_gen=8
IoT 13,118,t_gen=12
IoT 14,116,t_gen=14
IoT 15,114,t_gen=16
IoT 16,32,t_gen=12
IoT 17,120,t_gen=10
IoT 18,86,t_gen=2
IoT 19,75,t_gen=5
IoT 20,34,t_gen=0
IoT 21,40,t_gen=4
IoT 22,85,t_gen=17
IoT 23,132,t_gen=1
IoT 24,117,t_gen=16
IoT 25,94,t_gen=1
IoT 26,132,t_gen=1
IoT 27,128,t_gen=2
IoT 28,127,t_gen=3
IoT 29,34,t_gen=10
IoT 30,118,t_gen=12
IoT 31,113,t_gen=20
IoT 32,125,t_gen=5
IoT 33,114,t_gen=19
IoT 34,118,t_gen=15
IoT 35,32,t_gen=12
IoT 36,53,t_gen=3
IoT 37,32,t_gen=12
IoT 38,129,t_gen=1
IoT 39,37,t_gen=7
IoT 40,111,t_gen=19
IoT 41,131,t_gen=12
IoT 42,39,t_gen=5
IoT 43,128,t_gen=2
IoT 44,24,t_gen=10
IoT 45,114,t_gen=16
IoT 46,124,t_gen=6
IoT 47,116,t_gen=17
IoT 48,23,t_gen=11
IoT 49,36,t_gen=5
IoT 50,129,t_gen=4

Final Averages
avg_peak_aoi,149.4
avg_avg_aoi,89.75200000000001
avg_coverage,1.0
avg_total_dist,4677.882984635244
avg_unserved,0.0
avg_runtime,218.61339139938354
