Scenario Information
Number of IoT Nodes,40
Number of UAVs,3
Number of Ground BS,4

Seed,Fitness,Peak AOI,Avg AOI,Coverage,Total Distance,Unserved IoT,Runtime (s)
42,0.050159999999999996,169,83.6,1.0,5089.41014582891,0,142.42049288749695
Individual AoIs for Seed,42
IoT 25,41,t_gen=11
IoT 26,74,t_gen=1
IoT 27,113,t_gen=15
IoT 28,68,t_gen=16
IoT 29,55,t_gen=6
IoT 30,83,t_gen=5
IoT 31,50,t_gen=11
IoT 32,61,t_gen=0
IoT 33,49,t_gen=3
IoT 34,59,t_gen=15
IoT 35,96,t_gen=3
IoT 36,85,t_gen=6
IoT 37,214,t_gen=20
IoT 38,3,t_gen=15
IoT 39,62,t_gen=13
IoT 40,208,t_gen=2

60,0.047415000000000006,195,79.025,1.0,4437.52812377402,0,121.31380844116211
Individual AoIs for Seed,60
IoT 1,133,t_gen=5
IoT 2,132,t_gen=20
IoT 3,52,t_gen=5
IoT 4,52,t_gen=4
IoT 5,38,t_gen=18
IoT 6,40,t_gen=9
IoT 7,42,t_gen=7
IoT 8,49,t_gen=8
IoT 9,48,t_gen=8
IoT 10,132,t_gen=6
IoT 11,96,t_gen=16
IoT 12,37,t_gen=12
IoT 13,53,t_gen=3
IoT 14,47,t_gen=2
IoT 15,39,t_gen=10
IoT 16,66,t_gen=12
IoT 17,107,t_gen=5
IoT 18,43,t_gen=14
IoT 19,120,t_gen=18
IoT 20,144,t_gen=8
IoT 21,131,t_gen=7
IoT 22,44,t_gen=13
IoT 23,49,t_gen=0
IoT 24,56,t_gen=1
IoT 25,106,t_gen=6
IoT 26,139,t_gen=13
IoT 27,131,t_gen=7
IoT 28,47,t_gen=10
IoT 29,105,t_gen=7
IoT 30,34,t_gen=15
IoT 31,50,t_gen=7
IoT 32,40,t_gen=17
IoT 33,62,t_gen=16
IoT 34,195,t_gen=1
IoT 35,50,t_gen=6
IoT 36,106,t_gen=6
IoT 37,53,t_gen=4
IoT 38,138,t_gen=14
IoT 39,50,t_gen=7
IoT 40,105,t_gen=7

65,0.04416,196,73.6,1.0,5716.048079627621,0,101.61012578010559
Individual AoIs for Seed,65
IoT 1,105,t_gen=17
IoT 2,84,t_gen=15
IoT 3,119,t_gen=3
IoT 4,64,t_gen=4
IoT 5,127,t_gen=4
IoT 6,58,t_gen=20
IoT 7,33,t_gen=20
IoT 8,67,t_gen=1
IoT 9,68,t_gen=10
IoT 10,60,t_gen=8
IoT 11,51,t_gen=2
IoT 12,68,t_gen=0
IoT 13,50,t_gen=18
IoT 14,28,t_gen=4
IoT 15,121,t_gen=10
IoT 16,57,t_gen=11
IoT 17,48,t_gen=20
IoT 18,26,t_gen=2
IoT 19,63,t_gen=5
IoT 20,26,t_gen=2
IoT 21,50,t_gen=18
IoT 22,61,t_gen=17
IoT 23,111,t_gen=20
IoT 24,142,t_gen=5
IoT 25,196,t_gen=15
IoT 26,106,t_gen=16
IoT 27,127,t_gen=4
IoT 28,18,t_gen=17
IoT 29,193,t_gen=16
IoT 30,130,t_gen=1
IoT 31,22,t_gen=6
IoT 32,59,t_gen=9
IoT 33,64,t_gen=4
IoT 34,56,t_gen=16
IoT 35,103,t_gen=19
IoT 36,36,t_gen=8
IoT 37,34,t_gen=19
IoT 38,22,t_gen=8
IoT 39,43,t_gen=10
IoT 40,48,t_gen=5

85,0.04677,145,77.95,1.0,4006.463905069863,0,79.64604687690735
Individual AoIs for Seed,85
IoT 1,55,t_gen=17
IoT 2,105,t_gen=18
IoT 3,59,t_gen=13
IoT 4,43,t_gen=2
IoT 5,73,t_gen=14
IoT 6,139,t_gen=7
IoT 7,59,t_gen=13
IoT 8,67,t_gen=5
IoT 9,53,t_gen=16
IoT 10,116,t_gen=7
IoT 11,15,t_gen=10
IoT 12,145,t_gen=1
IoT 13,27,t_gen=5
IoT 14,71,t_gen=5
IoT 15,118,t_gen=5
IoT 16,109,t_gen=14
IoT 17,23,t_gen=8
IoT 18,145,t_gen=20
IoT 19,106,t_gen=17
IoT 20,68,t_gen=4
IoT 21,6,t_gen=9
IoT 22,115,t_gen=8
IoT 23,34,t_gen=2
IoT 24,142,t_gen=4
IoT 25,53,t_gen=19
IoT 26,56,t_gen=13
IoT 27,104,t_gen=19
IoT 28,59,t_gen=13
IoT 29,65,t_gen=7
IoT 30,61,t_gen=11
IoT 31,108,t_gen=15
IoT 32,67,t_gen=5
IoT 33,21,t_gen=10
IoT 34,25,t_gen=6
IoT 35,104,t_gen=19
IoT 36,142,t_gen=4
IoT 37,144,t_gen=2
IoT 38,23,t_gen=8
IoT 39,123,t_gen=0
IoT 40,70,t_gen=2

90,0.043559999999999995,164,72.6,1.0,4644.493177261858,0,74.33478331565857
Individual AoIs for Seed,90
IoT 1,40,t_gen=8
IoT 2,53,t_gen=4
IoT 3,45,t_gen=12
IoT 4,69,t_gen=4
IoT 5,60,t_gen=1
IoT 6,152,t_gen=16
IoT 7,70,t_gen=3
IoT 8,73,t_gen=0
IoT 9,68,t_gen=5
IoT 10,116,t_gen=17
IoT 11,78,t_gen=2
IoT 12,65,t_gen=10
IoT 13,70,t_gen=19
IoT 14,47,t_gen=10
IoT 15,95,t_gen=18
IoT 16,89,t_gen=1
IoT 17,42,t_gen=15
IoT 18,108,t_gen=5
IoT 19,164,t_gen=6
IoT 20,42,t_gen=15
IoT 21,40,t_gen=17
IoT 22,63,t_gen=4
IoT 23,31,t_gen=17
IoT 24,68,t_gen=5
IoT 25,158,t_gen=12
IoT 26,58,t_gen=15
IoT 27,113,t_gen=20
IoT 28,34,t_gen=18
IoT 29,64,t_gen=12
IoT 30,60,t_gen=13
IoT 31,117,t_gen=16
IoT 32,61,t_gen=12
IoT 33,31,t_gen=17
IoT 34,164,t_gen=6
IoT 35,55,t_gen=2
IoT 36,58,t_gen=20
IoT 37,67,t_gen=6
IoT 38,59,t_gen=14
IoT 39,29,t_gen=19
IoT 40,28,t_gen=20

105,0.045015000000000006,148,75.025,1.0,4413.754030669084,0,72.43824505805969
Individual AoIs for Seed,105
IoT 1,105,t_gen=4
IoT 2,49,t_gen=5
IoT 3,129,t_gen=14
IoT 4,143,t_gen=7
IoT 5,41,t_gen=9
IoT 6,94,t_gen=16
IoT 7,40,t_gen=10
IoT 8,107,t_gen=3
IoT 9,101,t_gen=5
IoT 10,98,t_gen=12
IoT 11,92,t_gen=18
IoT 12,86,t_gen=19
IoT 13,87,t_gen=16
IoT 14,37,t_gen=13
IoT 15,87,t_gen=18
IoT 16,39,t_gen=15
IoT 17,41,t_gen=11
IoT 18,110,t_gen=0
IoT 19,29,t_gen=19
IoT 20,37,t_gen=13
IoT 21,98,t_gen=5
IoT 22,30,t_gen=20
IoT 23,45,t_gen=9
IoT 24,12,t_gen=11
IoT 25,68,t_gen=3
IoT 26,138,t_gen=5
IoT 27,103,t_gen=2
IoT 28,17,t_gen=6
IoT 29,12,t_gen=11
IoT 30,148,t_gen=16
IoT 31,115,t_gen=8
IoT 32,38,t_gen=16
IoT 33,103,t_gen=0
IoT 34,106,t_gen=4
IoT 35,104,t_gen=1
IoT 36,61,t_gen=10
IoT 37,94,t_gen=11
IoT 38,61,t_gen=10
IoT 39,68,t_gen=3
IoT 40,28,t_gen=2

49,0.039854999999999995,178,66.425,1.0,5079.624692681004,0,73.88383769989014
Individual AoIs for Seed,49
IoT 1,95,t_gen=20
IoT 2,91,t_gen=19
IoT 3,33,t_gen=0
IoT 4,20,t_gen=13
IoT 5,99,t_gen=11
IoT 6,20,t_gen=19
IoT 7,93,t_gen=17
IoT 8,51,t_gen=2
IoT 9,93,t_gen=17
IoT 10,51,t_gen=7
IoT 11,65,t_gen=19
IoT 12,103,t_gen=12
IoT 13,93,t_gen=17
IoT 14,20,t_gen=0
IoT 15,24,t_gen=9
IoT 16,13,t_gen=11
IoT 17,145,t_gen=10
IoT 18,40,t_gen=13
IoT 19,40,t_gen=8
IoT 20,107,t_gen=3
IoT 21,39,t_gen=14
IoT 22,91,t_gen=19
IoT 23,13,t_gen=7
IoT 24,115,t_gen=0
IoT 25,50,t_gen=3
IoT 26,110,t_gen=5
IoT 27,97,t_gen=13
IoT 28,9,t_gen=11
IoT 29,178,t_gen=16
IoT 30,50,t_gen=3
IoT 31,35,t_gen=18
IoT 32,8,t_gen=19
IoT 33,74,t_gen=10
IoT 34,40,t_gen=13
IoT 35,176,t_gen=20
IoT 36,108,t_gen=7
IoT 37,31,t_gen=2
IoT 38,36,t_gen=17
IoT 39,75,t_gen=16
IoT 40,26,t_gen=7

110,0.045375,172,75.625,1.0,4036.8936953236525,0,73.86908650398254
Individual AoIs for Seed,110
IoT 1,55,t_gen=1
IoT 2,99,t_gen=2
IoT 3,85,t_gen=16
IoT 4,166,t_gen=7
IoT 5,77,t_gen=16
IoT 6,39,t_gen=17
IoT 7,107,t_gen=4
IoT 8,86,t_gen=7
IoT 9,54,t_gen=2
IoT 10,88,t_gen=5
IoT 11,58,t_gen=8
IoT 12,20,t_gen=8
IoT 13,16,t_gen=12
IoT 14,42,t_gen=14
IoT 15,85,t_gen=16
IoT 16,54,t_gen=12
IoT 17,91,t_gen=10
IoT 18,43,t_gen=2
IoT 19,32,t_gen=5
IoT 20,28,t_gen=0
IoT 21,52,t_gen=4
IoT 22,11,t_gen=17
IoT 23,172,t_gen=1
IoT 24,85,t_gen=16
IoT 25,32,t_gen=1
IoT 26,172,t_gen=1
IoT 27,99,t_gen=2
IoT 28,98,t_gen=3
IoT 29,46,t_gen=10
IoT 30,124,t_gen=12
IoT 31,81,t_gen=20
IoT 32,96,t_gen=5
IoT 33,82,t_gen=19
IoT 34,158,t_gen=15
IoT 35,54,t_gen=12
IoT 36,98,t_gen=3
IoT 37,44,t_gen=12
IoT 38,100,t_gen=1
IoT 39,59,t_gen=7
IoT 40,37,t_gen=19

Final Averages
avg_fitness,0.044955
avg_peak_aoi,181.3
avg_avg_aoi,74.92499999999998
avg_coverage,1.0
avg_total_dist,4842.083286895684
avg_unserved,0.0
avg_runtime,98.6393620967865
